"",Some Sobeys grocery stores across Canada have adopted a bright idea from Edmonton,2020-03-20 20:45:00,rolling out special dedicated shopping hours for seniors and people with mobility issues during the coronavirus pandemic.,Golden shopping hour: Sobeys in Edmonton sets trend for dedicated shopping for seniors,Some Sobeys grocery stores across Canada have adopted a bright idea from Edmonton
"",2020-03-24 11:00:00,gowns,Levi Sampson says while many other B.C. businesses are closing their doors,Nanaimo mill working full-speed to make pulp for medical masks,his staff at a pulp mill in Nanaimo are hard at work to meet the demands for medical supplies.
"",The City of Vancouver has closed virtually all public facilities to slow the spread of the novel coronavirus.,2020-03-16 19:23:00,The City of Vancouver has closed virtually all public facilities to slow the spread of the novel coronavirus. All public community centres,City of Vancouver closes virtually all public spaces as part of COVID-19 prevention measures,library branches
Cbc News,Manitoba Hydro postpone non-essential services,meter readings called off as city,2020-03-18 17:57:00,City hall weddings,The City of Winnipeg and Manitoba Hydro are the latest to make changes with social distancing in mind as the novel coronavirus patient count in Manitoba reaches 15.
Reporter Editor,Health Department cancels Q&A session with public about COVID-19,Elizabeth.Fraser Cbc.Ca,2020-03-13 14:31:00,Elizabeth Fraser Is A Reporter Editor With Cbc New Brunswick Based In Fredericton. SheS Originally Manitoba. Story Tip,New Brunswicks Department of Health has cancelled a Q&A with CBC New Brunswick that was expected to answer your questions related to COVID-19.
Cbc News,2020-03-19 12:00:00,2020,Eight people have now died of COVID-19 in British Columbia and the total number of confirmed cases has risen to 271.,What you need to know about COVID-19 in B.C. on March 19,THE LATEST:  One additional death at the Lynn Valley Care Centre bringing total number of deaths to eight. B.C. has confirmed a total of 271 cases of COVID-19. 17 people are in hospital. Nine in intensive care. Five have fully recovered. Dr. Bonnie Henry stresses that social distancing measures are not optional The B.C. government has declared a provincial state of emergency. The City of Vancouver officially declares local state of emergency. The prime minister said social distancing measures could last weeks to months.   ​​​​​​What you need to know today An additional resident of North Vancouvers Lynn Valley Care Centre has died
Cbc News,The top doctor in British Columbia says the provinces lucrative cruise ship season should be delayed to protect against the spread of the novel coronavirus,2020-03-10 16:33:00,dealing another blow to an already anxious industry and tourism sector.,Tourism fears grow as B.C.s top doctor advises delay to cruise-ship season amid coronavirus spread,The top doctor in British Columbia says the provinces lucrative cruise-ship season should be delayed to protect against the spread of the novel coronavirus
Thomson Reuters,2020-03-06 11:57:00,000 worldwide,The number of people infected with the novel coronavirus has surpassed 100,Number of COVID-19 cases surpasses 100,000 as of Friday afternoon
"",One of the new cases does not have a demonstrated link to new travel,2020-03-18 15:43:00,the province says.,COVID-19 in Sask: Province declares state of emergency after number of cases doubles,Click here for the latest story: COVID-19 in Sask: Regina mayor says groups of 4-5 max is the rule we should follow   16 total reported cases now
Cbc News,Grieving families are navigating new rules around funerals as part of the growing efforts to reduce the spread of the coronavirus.,2020-03-18 17:00:00,Grieving families are navigating new rules around funerals as part of the effort to slow the spread of the novel coronavirus. The gathering restrictions have been challenging for families in the worst time in their life,Private funerals will be norm under COVID-19 restrictions on public gatherings in Alberta,Tyler Weber
Reporter-Editor,Author. SheS Been Covering The News In Central,Betsy Trumpener Is An Award-Winning Journalist,Northern British Columbia For More Than Years.,Cbc News,3 Americans test positive for COVID-19 after B.C. heli-ski tours
Cbc News,2020-03-20 18:38:00,private school confirm COVID-19 cases,The University of Victoria and St. Michaels University School,Victoria university,in Victoria
Thomson Reuters,2020-03-06 11:57:00,000 worldwide,The number of people infected with the novel coronavirus has surpassed 100,Number of COVID-19 cases surpasses 100,000 as of Friday afternoon
"",Now that students will be off from school for at least the next two weeks,2020-03-23 10:00:00,parents in Windsor whove been homeschooling their children for years are offering their advice to parents who want to teach their kids at home.,Windsor parents offer tips for homeschooling your children while schools are closed,Now that students will be off from school for at least the next two weeks
"",2020-03-12 19:50:00,Disneyland shut down due to COVID-19 as Hollywood clears release calendar,The entertainment industry is facing a shutdown in the coming weeks due to COVID-19.,Broadway,Shutdowns in the entertainment industry from coronavirus fears are leading to the closures of major venues such as Disneyland and Broadways theatres
"",Property management company Colliers Canada cleansed portions of a downtown Winnipeg office building after the firm says it was told of a COVID-19 case at the tower.,2020-03-17 02:40:00,Property management company Colliers Canada cleansed portions of a downtown Winnipeg office building after the firm says it was told of a COVID-19 case at the tower. Some offices and communal areas within 330 St. Mary Avenue were sanitized after a tenant informed Colliers on Sunday about one confirmed and one possible case of COVID-19,Parts of downtown Winnipeg office tower cleansed after property manager told of COVID-19 case,said Darren Klassen
"",Ontario Premier Doug Ford acknowledged Monday that he doesnt think it is realistic to expect the provinces public schools to reopen on April 6.,2020-03-23 20:28:00,Ontario Premier Doug Ford acknowledged Monday that he doesnt think it is realistic to expect the provinces public schools to reopen on April 6. Ford made the remarks on what would have been the first day back to class after March break,Ford says its not realistic for Ontario schools to reopen April 6,acknowledging that schools will need to remain closed longer as the province grapples with the COVID-19 pandemic. Earlier this month
Taryn Grant Is A Halifax-Based Reporter For Cbc Nova Scotia. Get In Touch With Her Email At Taryn.Grant Cbc.Ca,The East Coast Prison Justice Society is asking that intermittent inmates,2020-03-16 19:55:00,primary support parents and inmates at high-risk for serious infections to be released into the community during the COVID-19 pandemic.,Advocates call for temporary release of some inmates amid COVID-19 pandemic,Advocates are calling for the temporary release of some inmates to prevent an outbreak of COVID-19 in Nova Scotias jails. East Coast Prison Justice Society and four other advocacy groups sent a letter with the request to the provincial ministers for health and justice
